Deal_ID,Month,Region,Sales_Rep_ID,Deal_Size_USD,Sales_Cycle_Days,Monthly_Revenue_USD,Deal_Status
D-0936,24,East,REP-029,30318.75,62,28542.45,Lost
D-0937,1,East,REP-020,35484.6,54,29126.72,Lost
D-0938,2,Central,REP-003,31369.66,32,31307.35,Lost
D-0939,3,East,REP-003,34445.03,54,33296.99,Lost
D-0940,4,West,REP-009,38560.3,44,39261.55,Won
D-0941,5,East,REP-006,39837.4,39,35157.98,Won
D-0942,6,West,REP-025,39407.11,40,42300.31,Pending
D-0943,7,West,REP-013,37842.37,42,30882.36,Won
D-0944,8,Central,REP-021,34499.53,40,34181.52,Lost
D-0945,9,East,REP-002,36984.57,65,37411.7,Won
D-0946,10,East,REP-008,34368.32,55,34566.88,Lost
D-0947,11,East,REP-021,34765.48,61,35313.92,Lost
D-0948,12,Central,REP-002,29123.37,57,31420.24,Won
D-0949,13,Central,REP-004,33659.37,54,38118.23,Won
D-0950,14,West,REP-025,34953.33,55,34409.43,Lost
D-0951,15,West,REP-015,34385.64,52,31057.65,Won
D-0952,16,West,REP-004,25862.4,53,27312.55,Won
D-0953,17,East,REP-013,32401.3,45,31493.29,Lost
D-0954,18,Central,REP-028,24320.55,66,27396.18,Won
D-0955,19,West,REP-012,32028.38,43,30100.38,Pending
D-0956,20,West,REP-028,27273.31,50,24933.23,Won
D-0957,21,West,REP-013,38928.21,76,39487.98,Won
D-0958,22,East,REP-014,30616.22,61,25287.72,Lost
D-0959,23,East,REP-020,33645.82,62,32073.12,Won
D-0960,24,Central,REP-018,39814.36,67,38501.12,Won
D-0961,1,East,REP-029,33912.99,32,34660.68,Won
D-0962,2,West,REP-028,39798.37,34,35833.37,Won
D-0963,3,East,REP-006,31310.44,42,28556.69,Won
D-0964,4,West,REP-029,38584.49,40,43048.38,Won
D-0965,5,East,REP-011,45308.55,47,45247.55,Won
D-0966,6,West,REP-030,32960.58,52,35810.48,Won
D-0967,7,Central,REP-002,31290.23,60,29594.96,Lost
D-0968,8,East,REP-028,34884.13,56,34694.18,Lost
D-0969,9,West,REP-023,45189.09,43,46158.55,Won
D-0970,10,West,REP-019,38435.19,48,45151.96,Lost
D-0971,11,West,REP-019,29675.43,47,29029.64,Lost
D-0972,12,Central,REP-005,41095.3,45,40412.02,Lost
D-0973,13,Central,REP-019,25164.69,44,27928.15,Lost
D-0974,14,East,REP-002,43742.8,68,42081.39,Won
D-0975,15,East,REP-010,36962.25,55,38014.31,Pending
D-0976,16,East,REP-025,41117.79,54,45274.63,Won
D-0977,17,West,REP-002,23681.01,60,22317.36,Won
D-0978,18,East,REP-030,32387.21,62,33489.87,Lost
D-0979,19,West,REP-011,30490.56,67,35812.84,Won
D-0980,20,West,REP-018,25745.1,53,28117.05,Won
D-0981,21,East,REP-029,23919.88,63,24601.44,Lost
D-0982,22,Central,REP-024,32555.41,53,31825.12,Lost
D-0983,23,East,REP-015,32628.66,59,30656.85,Lost
D-0984,24,East,REP-009,35759.87,62,32226.13,Lost
D-0985,1,Central,REP-023,35482.89,46,40839.48,Won
D-0986,2,West,REP-019,36911.95,46,41767.61,Won
D-0987,3,West,REP-009,30327.7,52,28334.82,Lost
D-0988,4,West,REP-003,44563.93,42,46068.8,Won
D-0989,5,East,REP-021,36827.74,49,37237.73,Lost
D-0990,6,Central,REP-009,39712.94,42,44416.6,Won
D-0991,7,Central,REP-028,39509.53,72,41021.96,Won
D-0992,8,West,REP-030,42635.54,42,42538.25,Won
D-0993,9,East,REP-014,30803,45,29134.45,Lost
D-0994,10,West,REP-019,38067.93,58,39365.55,Won
D-0995,11,West,REP-007,34074.96,49,32888.53,Won
D-0996,12,East,REP-016,44348.39,60,45327.09,Won
D-0997,13,Central,REP-016,29268.18,55,29045.83,Won
D-0998,14,East,REP-028,38917.13,51,37467.5,Won
D-0999,15,Central,REP-001,34431.71,49,31082.4,Won
D-1000,16,West,REP-004,33789.28,49,35526.71,Won
D-1001,17,East,REP-004,32190.1,53,32327.14,Won
D-1002,18,West,REP-007,38273.33,56,45114.38,Won
D-1003,19,Central,REP-008,32479.26,51,29126.28,Lost
D-1004,20,Central,REP-017,23157.92,58,24605.98,Pending
D-1005,21,Central,REP-005,36497.52,51,36195.88,Won
D-1006,22,West,REP-007,35201.01,66,42592.37,Won
D-1007,23,West,REP-028,32575.69,69,34364,Won
D-1008,24,Central,REP-020,23617.63,56,24384.47,Lost
D-1009,1,East,REP-029,33134.42,38,32869.01,Won
D-1010,2,West,REP-020,28232.79,47,26247.68,Won
D-1011,3,East,REP-004,39541.65,56,40772.95,Lost
D-1012,4,Central,REP-028,30112.26,59,25949.83,Won
D-1013,5,Central,REP-006,27886.25,36,24159.85,Lost
D-1014,6,East,REP-007,42474.95,56,46775.27,Won
D-1015,7,Central,REP-018,39560.9,49,32589.78,Lost
D-1016,8,Central,REP-005,33674.14,49,32598.01,Won
D-1017,9,East,REP-020,34289.77,55,30692.34,Pending
D-1018,10,West,REP-030,22543.28,47,21635.98,Lost
D-1019,11,Central,REP-029,38783.72,61,39499.46,Won
D-1020,12,East,REP-003,30356.34,64,33345.09,Won
D-1021,13,West,REP-007,35091.45,65,39364.31,Won
D-1022,14,East,REP-027,20617.19,39,18722.57,Lost
D-1023,15,Central,REP-028,37567.84,53,35817.32,Lost
D-1024,16,Central,REP-022,28535.78,40,40100.04,Won
D-1025,17,Central,REP-014,25039.79,50,24413.76,Pending
D-1026,18,West,REP-007,29841.99,38,27209.3,Won
D-1027,19,Central,REP-005,28178.02,62,26161.04,Won
D-1028,20,Central,REP-029,36151.34,61,35268.74,Pending
D-1029,21,East,REP-022,28298.02,56,27186.66,Lost
D-1030,22,Central,REP-005,36833.09,54,35969.83,Won
D-1031,23,East,REP-030,31290.71,64,31223.67,Lost
D-1032,24,West,REP-023,33731.84,54,33636.01,Pending
D-1033,1,East,REP-002,37989.17,36,34359.35,Lost
D-1034,2,East,REP-030,43980.29,36,45604.62,Lost
D-1035,3,East,REP-027,31471.88,44,31852.84,Lost
D-1036,4,West,REP-021,37428.12,42,39286.73,Won
D-1037,5,East,REP-022,34497.82,44,28583.33,Lost
D-1038,6,Central,REP-006,43083.14,52,43758.88,Won
D-1039,7,East,REP-015,43215.17,57,34634.38,Pending
D-1040,8,East,REP-021,35342.11,61,34721.6,Won
D-1041,9,West,REP-010,28502.44,51,30377.72,Lost
D-1042,10,Central,REP-023,36715.49,54,40555.12,Won
D-1043,11,East,REP-026,25876.95,54,26742.43,Won
D-1044,12,West,REP-024,41950.71,39,44784.03,Won
D-1045,13,Central,REP-007,31074.15,51,30145.02,Pending
D-1046,14,West,REP-005,32907.15,51,31231.62,Pending
D-1047,15,East,REP-001,29275.24,51,37158.36,Won
D-1048,16,East,REP-013,27791.09,55,30089.86,Pending
D-1049,17,Central,REP-021,35606.46,55,31429.88,Lost
D-1050,18,East,REP-026,30746.92,49,25413.36,Lost
D-1051,19,Central,REP-018,31372.41,57,29913.38,Won
D-1052,20,West,REP-013,25760.54,54,28830.86,Pending
D-1053,21,Central,REP-021,34680.3,39,34849.32,Lost
D-1054,22,Central,REP-021,34808.95,49,27067.37,Pending
D-1055,23,Central,REP-018,28595.36,62,28088.38,Lost
D-1056,24,West,REP-005,35599.61,70,35591.06,Lost
D-1057,1,Central,REP-013,37479.38,25,28425.61,Lost
D-1058,2,West,REP-004,41518.78,38,41619.11,Won
D-1059,3,West,REP-017,29125.36,49,26173.89,Won
D-1060,4,West,REP-003,38627.15,54,31536.96,Won
D-1061,5,Central,REP-017,35122.59,44,40758.04,Won
D-1062,6,Central,REP-028,36877.61,43,32977.43,Lost
D-1063,7,Central,REP-011,36273.41,59,33852.94,Lost
D-1064,8,West,REP-021,35968.5,56,33520.54,Pending
D-1065,9,West,REP-020,38038.5,57,38047.02,Won
D-1066,10,Central,REP-023,31754.13,48,37362.9,Won
D-1067,11,East,REP-021,37045.4,61,32614.07,Won
D-1068,12,East,REP-026,39982.62,37,38755.94,Won
D-1069,13,West,REP-030,26389.29,63,26708.24,Won
D-1070,14,East,REP-004,29157.3,54,26624.14,Lost
D-1071,15,East,REP-002,28987.32,56,28051.36,Won
D-1072,16,East,REP-020,26839.77,48,28435.39,Lost
D-1073,17,East,REP-016,29546.51,42,27313.67,Won
D-1074,18,East,REP-028,36705.59,58,35462.59,Pending
D-1075,19,Central,REP-018,38397.93,62,36741.62,Lost
D-1076,20,West,REP-008,31310.87,64,30985.85,Pending
D-1077,21,West,REP-003,28778.82,64,29478.58,Pending
D-1078,22,West,REP-009,34034.62,63,36030.96,Pending
D-1079,23,East,REP-029,17820.16,54,21272.91,Pending
D-1080,24,Central,REP-020,23984.11,68,17607.99,Lost
D-1081,1,Central,REP-029,26391.85,36,25950.07,Won
D-1082,2,East,REP-006,32291.5,54,27885.53,Won
D-1083,3,West,REP-010,33404.91,45,32117.59,Won
D-1084,4,Central,REP-021,44248.41,46,48146.11,Lost
D-1085,5,Central,REP-010,22674.69,54,25390.65,Won
D-1086,6,West,REP-013,34016.49,56,38250.57,Pending
D-1087,7,West,REP-017,38817.83,55,43612.97,Pending
D-1088,8,East,REP-009,37393.65,43,36743.25,Won
D-1089,9,Central,REP-017,42268.69,57,48180.1,Won
D-1090,10,East,REP-024,35385.26,45,41035.75,Pending
D-1091,11,Central,REP-009,36071.39,58,36572.06,Won
D-1092,12,West,REP-009,24627.47,41,27526.7,Lost
D-1093,13,West,REP-001,28498.66,53,28616.18,Won
D-1094,14,West,REP-002,24146.48,48,27551.69,Lost
D-1095,15,East,REP-028,35543.04,62,34968.44,Won
D-1096,16,East,REP-016,34043.45,65,31968.43,Pending
D-1097,17,East,REP-029,33487.69,58,29737.1,Lost
D-1098,18,East,REP-001,27132.83,59,26661.73,Won
D-1099,19,Central,REP-010,26295.25,64,26517.15,Won
D-1100,20,West,REP-018,31827.23,68,28816.85,Won
D-1101,21,East,REP-026,27053.07,60,26376.45,Pending
D-1102,22,Central,REP-028,24917.98,56,23605.92,Lost
D-1103,23,Central,REP-008,27098.05,66,24179.66,Won
D-1104,24,Central,REP-021,25956.29,47,28645.06,Won
D-1105,1,Central,REP-028,33666.39,52,37746.43,Won
D-1106,2,East,REP-011,31491.16,40,34739.26,Lost
D-1107,3,West,REP-023,39483.45,44,39151.17,Lost
D-1108,4,Central,REP-002,44640.25,54,44540.33,Won
D-1109,5,West,REP-008,36284.98,44,32427.26,Lost
D-1110,6,East,REP-027,37212.17,53,38755.11,Lost
D-1111,7,Central,REP-022,38401.89,58,39053.31,Pending
D-1112,8,East,REP-008,37172.83,51,47744.59,Pending
D-1113,9,East,REP-017,30725.44,53,34065.61,Lost
D-1114,10,West,REP-015,43179.23,50,44540.43,Lost
D-1115,11,West,REP-017,30413.45,53,30286.9,Won
D-1116,12,West,REP-028,37060.44,44,40771.33,Lost
D-1117,13,East,REP-023,36090.96,51,32785.97,Won
D-1118,14,Central,REP-024,23267.79,44,25919.48,Won
D-1119,15,East,REP-013,30885.77,48,27528.04,Won
D-1120,16,East,REP-019,32583.14,40,30753.52,Lost
D-1121,17,Central,REP-005,32585.76,59,26595.91,Won
D-1122,18,Central,REP-012,33047.1,71,35076.45,Won
D-1123,19,Central,REP-001,34948.31,54,35821.77,Won
D-1124,20,Central,REP-023,30742.42,66,29016.29,Won
D-1125,21,West,REP-005,32173.09,69,29183.76,Won
D-1126,22,West,REP-008,29795.23,51,33903.16,Lost
D-1127,23,East,REP-013,24553.33,53,24225.29,Lost
D-1128,24,West,REP-008,29422.01,70,27164.47,Won
D-1129,1,West,REP-025,41745.45,44,49768.64,Pending
D-1130,2,East,REP-023,43163.94,35,40327.8,Lost
D-1131,3,Central,REP-011,39926.58,41,44472.69,Won
D-1132,4,West,REP-001,43531.75,50,38521.29,Lost
D-1133,5,East,REP-013,38574.32,41,37205.14,Pending
D-1134,6,East,REP-019,40419.4,26,42449.63,Won
D-1135,7,West,REP-024,40406.96,46,40173.25,Won
D-1136,8,East,REP-003,34223.25,48,35057.48,Pending
D-1137,9,Central,REP-024,38590.02,51,36510.65,Lost
D-1138,10,West,REP-017,29876.78,61,25103.08,Won
D-1139,11,West,REP-005,35949.06,52,41217.67,Lost
D-1140,12,West,REP-020,36705.13,55,34951.25,Won
D-1141,13,Central,REP-021,38695.48,62,39813.82,Pending
D-1142,14,East,REP-008,37163.8,54,39772.54,Won
D-1143,15,West,REP-026,38000.57,72,39173.87,Won
D-1144,16,West,REP-014,31803.1,46,29549.56,Lost
D-1145,17,East,REP-004,30193.03,49,33694.72,Won
D-1146,18,Central,REP-011,30165.51,62,31715.05,Won
D-1147,19,Central,REP-020,32491.42,68,33137.26,Lost
D-1148,20,West,REP-015,21736.26,57,22117.92,Lost
D-1149,21,Central,REP-019,37058.78,51,43293.04,Won
D-1150,22,Central,REP-007,30239.37,74,28031.7,Lost
D-1151,23,Central,REP-019,27564.99,55,28709.64,Won
D-1152,24,Central,REP-028,16611.42,64,15733.29,Won
D-1153,1,West,REP-019,37815.93,55,30493.61,Won
D-1154,2,West,REP-011,36627.62,42,29438.59,Won
D-1155,3,West,REP-026,32754.77,41,29431.35,Lost
D-1156,4,Central,REP-005,33494.77,42,31289.33,Won
D-1157,5,East,REP-005,36346.82,55,44244.8,Lost
D-1158,6,Central,REP-030,33158.82,57,35474.59,Won
D-1159,7,Central,REP-022,38579.39,49,41620.77,Pending
D-1160,8,East,REP-008,31596.08,65,29583.16,Lost
D-1161,9,Central,REP-010,35733.04,51,35952.18,Lost
D-1162,10,East,REP-006,40480.23,62,49815.59,Won
D-1163,11,East,REP-015,34017.02,49,29885.93,Won
D-1164,12,Central,REP-016,35599.89,71,37224.09,Won
D-1165,13,East,REP-028,34903.26,66,40527.2,Pending
D-1166,14,Central,REP-017,33099.98,53,36297.25,Won
D-1167,15,Central,REP-008,32344.96,66,38172.04,Lost
D-1168,16,West,REP-008,29443.13,67,30069.87,Lost
D-1169,17,East,REP-025,32675.06,69,34646.85,Won
D-1170,18,East,REP-009,30123.66,37,30454.34,Lost
D-1171,19,West,REP-002,38890.45,64,40964.66,Lost
D-1172,20,Central,REP-015,34835.72,63,31647.53,Lost
D-1173,21,West,REP-018,23136.02,63,24969.2,Won
D-1174,22,East,REP-003,23034.21,62,23711.99,Won
D-1175,23,West,REP-017,28987.7,63,29169.34,Won
D-1176,24,West,REP-004,27283.47,72,32048.24,Lost
D-1177,1,Central,REP-030,37084.03,49,36099.87,Lost
D-1178,2,East,REP-004,40875.81,47,45812.88,Won
D-1179,3,Central,REP-014,38818.68,55,43893.36,Pending
D-1180,4,West,REP-009,38388.15,50,41672.42,Won
D-1181,5,Central,REP-009,43710.97,52,39492.43,Pending
D-1182,6,East,REP-025,29155.54,63,30202.45,Pending
D-1183,7,West,REP-026,36239.69,46,43337.15,Pending
D-1184,8,Central,REP-023,32444.74,38,26544.49,Lost
D-1185,9,East,REP-030,42137.18,51,41346.44,Won
D-1186,10,Central,REP-018,23533.24,53,26268.53,Won
D-1187,11,West,REP-010,23372.59,58,23103.06,Lost
D-1188,12,East,REP-021,35343.18,54,38205.58,Won
D-1189,13,East,REP-004,39071.48,60,44577.4,Won
D-1190,14,Central,REP-012,36926.27,74,37782.98,Lost
D-1191,15,East,REP-027,28675.1,61,30134.63,Won
D-1192,16,West,REP-008,39832.11,64,40198.05,Pending
D-1193,17,East,REP-002,25762.66,55,26529.88,Lost
D-1194,18,West,REP-022,38077.42,46,46083.59,Lost
D-1195,19,East,REP-013,25663.86,40,25499.74,Lost
D-1196,20,Central,REP-021,29020.88,55,27996,Pending
D-1197,21,Central,REP-016,33596.35,39,37096.26,Lost
D-1198,22,Central,REP-028,22688.96,64,20776.46,Lost
D-1199,23,Central,REP-002,36985.12,58,34711.56,Won
D-1200,24,East,REP-011,27470.28,51,25799.14,Pending
