application_id,district,application_type,submission_date,completion_date,processing_days,approval_status,digital_access
APP016572,District_4,SNAP,2023-02-08,2023-02-26,18,1,0
APP016573,District_4,SNAP,2024-10-30,2024-11-18,19,1,0
APP016574,District_4,Medicaid,2024-11-19,2024-12-22,33,1,0
APP016575,District_4,SNAP,2024-01-28,2024-02-26,29,0,0
APP016576,District_4,TANF,2023-02-19,2023-03-19,28,1,0
APP016577,District_4,SNAP,2023-11-24,2024-01-05,42,1,0
APP016578,District_4,TANF,2024-06-11,2024-07-22,41,1,0
APP016579,District_4,Medicaid,2024-08-03,2024-08-26,23,1,0
APP016580,District_4,SNAP,2024-07-24,2024-08-28,35,0,0
APP016581,District_4,SNAP,2024-07-26,2024-08-12,17,1,0
APP016582,District_4,SNAP,2023-03-11,2023-03-28,17,0,0
APP016583,District_4,Medicaid,2024-05-13,2024-06-05,23,1,0
APP016584,District_4,TANF,2024-12-25,2025-01-25,31,1,0
APP016585,District_4,Medicaid,2023-10-26,2023-11-20,25,0,0
APP016586,District_4,SNAP,2024-01-10,2024-02-14,35,0,0
APP016587,District_4,TANF,2023-07-15,2023-08-15,31,0,0
APP016588,District_4,TANF,2024-08-08,2024-09-18,41,0,0
APP016589,District_4,SNAP,2023-09-21,2023-10-27,36,1,0
APP016590,District_4,SNAP,2024-12-21,2025-01-12,22,1,0
APP016591,District_4,SNAP,2024-02-23,2024-04-02,39,0,0
APP016592,District_4,SNAP,2023-09-07,2023-09-30,23,1,0
APP016593,District_4,Medicaid,2024-02-16,2024-03-22,35,0,0
APP016594,District_4,Medicaid,2023-01-30,2023-02-26,27,1,0
APP016595,District_4,Medicaid,2024-11-05,2024-12-18,43,0,0
APP016596,District_4,SNAP,2023-12-01,2024-01-08,38,1,0
APP016597,District_4,SNAP,2023-11-30,2023-12-25,25,1,0
APP016598,District_4,SNAP,2023-10-27,2023-11-24,28,0,0
APP016599,District_4,Medicaid,2024-05-01,2024-06-30,60,1,0
APP016600,District_4,SNAP,2024-07-24,2024-08-13,20,1,0
APP016601,District_4,SNAP,2024-04-26,2024-05-21,25,1,0
APP016602,District_4,TANF,2023-04-03,2023-04-28,25,1,0
APP016603,District_4,TANF,2024-06-18,2024-07-09,21,0,0
APP016604,District_4,TANF,2024-04-15,2024-05-07,22,1,0
APP016605,District_4,TANF,2024-12-24,2025-01-23,30,0,0
APP016606,District_4,TANF,2023-07-14,2023-08-18,35,1,0
APP016607,District_4,Medicaid,2024-08-08,2024-08-25,17,1,0
APP016608,District_4,SNAP,2024-10-01,2024-10-28,27,0,0
APP016609,District_4,SNAP,2023-01-29,2023-02-22,24,1,0
APP016610,District_4,SNAP,2024-10-30,2024-11-20,21,1,0
APP016611,District_4,TANF,2024-08-15,2024-09-24,40,1,0
APP016612,District_4,TANF,2024-08-09,2024-09-02,24,1,0
APP016613,District_4,TANF,2024-12-30,2025-01-18,19,1,0
APP016614,District_4,TANF,2023-05-27,2023-07-05,39,1,0
APP016615,District_4,TANF,2023-01-28,2023-03-11,42,1,0
APP016616,District_4,Medicaid,2024-03-24,2024-04-26,33,0,0
APP016617,District_4,SNAP,2024-03-11,2024-04-03,23,0,0
APP016618,District_4,Medicaid,2024-09-16,2024-10-15,29,1,0
APP016619,District_4,TANF,2024-03-13,2024-04-07,25,1,0
APP016620,District_4,SNAP,2023-03-23,2023-04-23,31,0,0
APP016621,District_4,SNAP,2024-01-19,2024-02-25,37,1,0
APP016622,District_4,TANF,2023-10-09,2023-11-09,31,0,0
APP016623,District_4,TANF,2024-09-30,2024-10-31,31,1,0
APP016624,District_4,TANF,2024-05-29,2024-06-24,26,0,0
APP016625,District_4,SNAP,2024-08-17,2024-09-23,37,1,0
APP016626,District_4,SNAP,2024-06-19,2024-07-23,34,1,0
APP016627,District_4,TANF,2023-05-06,2023-05-21,15,0,0
APP016628,District_4,Medicaid,2024-09-19,2024-10-04,15,1,0
APP016629,District_4,SNAP,2023-03-17,2023-04-14,28,0,0
APP016630,District_4,TANF,2023-07-13,2023-08-22,40,1,0
APP016631,District_4,SNAP,2023-05-02,2023-06-12,41,1,0
APP016632,District_4,SNAP,2023-03-07,2023-04-14,38,1,0
APP016633,District_4,Medicaid,2024-10-09,2024-11-08,30,1,0
APP016634,District_4,Medicaid,2023-04-08,2023-05-22,44,1,0
APP016635,District_4,TANF,2023-03-13,2023-04-07,25,0,0
APP016636,District_4,TANF,2023-03-10,2023-04-07,28,1,0
APP016637,District_4,SNAP,2024-04-16,2024-05-04,18,1,0
APP016638,District_4,SNAP,2023-06-17,2023-07-15,28,1,0
APP016639,District_4,TANF,2024-05-13,2024-06-05,23,0,0
APP016640,District_4,Medicaid,2023-07-13,2023-08-27,45,1,0
APP016641,District_4,SNAP,2023-06-09,2023-07-22,43,0,0
APP016642,District_4,Medicaid,2023-05-02,2023-06-03,32,0,0
APP016643,District_4,Medicaid,2023-06-17,2023-07-22,35,1,0
APP016644,District_4,SNAP,2023-06-22,2023-07-18,26,1,0
APP016645,District_4,SNAP,2024-09-02,2024-09-10,8,1,0
APP016646,District_4,SNAP,2024-01-24,2024-02-17,24,1,0
APP016647,District_4,Medicaid,2023-11-03,2023-12-11,38,1,0
APP016648,District_4,SNAP,2024-10-20,2024-11-24,35,1,0
APP016649,District_4,SNAP,2023-12-31,2024-01-28,28,1,0
APP016650,District_4,Medicaid,2024-10-01,2024-11-08,38,1,0
APP016651,District_4,SNAP,2023-10-17,2023-11-13,27,1,0
APP016652,District_4,Medicaid,2024-12-17,2025-01-07,21,1,0
APP016653,District_4,Medicaid,2023-05-14,2023-06-21,38,1,0
APP016654,District_4,SNAP,2024-01-12,2024-02-07,26,0,0
APP016655,District_4,Medicaid,2023-11-17,2023-12-27,40,0,0
APP016656,District_4,Medicaid,2024-10-10,2024-10-23,13,1,0
APP016657,District_4,TANF,2023-07-16,2023-08-11,26,1,0
APP016658,District_4,Medicaid,2023-09-08,2023-10-14,36,1,0
APP016659,District_4,TANF,2023-08-08,2023-09-12,35,1,0
APP016660,District_4,Medicaid,2024-03-28,2024-04-26,29,1,0
APP016661,District_4,Medicaid,2023-05-28,2023-07-01,34,1,0
APP016662,District_4,Medicaid,2023-12-15,2024-01-16,32,1,0
APP016663,District_4,Medicaid,2024-04-02,2024-04-20,18,1,0
APP016664,District_4,Medicaid,2023-06-07,2023-07-05,28,1,0
APP016665,District_4,SNAP,2023-07-29,2023-08-31,33,1,0
APP016666,District_4,SNAP,2023-04-13,2023-05-19,36,1,0
APP016667,District_4,TANF,2023-05-01,2023-05-31,30,1,0
APP016668,District_4,SNAP,2024-11-05,2024-12-01,26,0,0
APP016669,District_4,Medicaid,2024-08-13,2024-09-01,19,1,0
APP016670,District_4,SNAP,2023-05-22,2023-06-29,38,1,0
APP016671,District_4,TANF,2024-02-25,2024-04-02,37,1,0
APP016672,District_4,TANF,2023-03-19,2023-04-28,40,1,0
APP016673,District_4,Medicaid,2024-09-18,2024-10-09,21,1,0
APP016674,District_4,SNAP,2024-07-09,2024-08-10,32,0,0
APP016675,District_4,Medicaid,2024-07-24,2024-08-18,25,1,0
APP016676,District_4,SNAP,2023-08-17,2023-09-17,31,1,0
APP016677,District_4,SNAP,2023-09-29,2023-11-25,57,1,0
APP016678,District_4,SNAP,2024-09-30,2024-11-08,39,1,0
APP016679,District_4,Medicaid,2024-02-15,2024-03-10,24,0,0
APP016680,District_4,SNAP,2024-02-29,2024-03-29,29,1,0
APP016681,District_4,SNAP,2024-12-21,2025-01-18,28,1,0
APP016682,District_4,SNAP,2024-08-23,2024-09-24,32,1,0
APP016683,District_4,TANF,2023-09-19,2023-10-06,17,1,0
APP016684,District_4,SNAP,2023-02-06,2023-03-12,34,1,0
APP016685,District_4,SNAP,2023-06-24,2023-07-06,12,1,0
APP016686,District_4,SNAP,2024-07-06,2024-07-22,16,0,0
APP016687,District_4,TANF,2023-04-30,2023-06-18,49,0,0
APP016688,District_4,SNAP,2023-08-11,2023-09-08,28,0,0
APP016689,District_4,TANF,2024-11-17,2024-12-31,44,1,0
APP016690,District_4,Medicaid,2023-11-17,2023-12-11,24,1,0
APP016691,District_4,Medicaid,2023-07-02,2023-07-14,12,0,0
APP016692,District_4,Medicaid,2024-02-05,2024-02-27,22,0,0
APP016693,District_4,SNAP,2024-11-08,2025-01-02,55,1,0
APP016694,District_4,TANF,2023-06-07,2023-06-25,18,1,0
APP016695,District_4,SNAP,2024-03-08,2024-04-24,47,1,0
APP016696,District_4,TANF,2024-08-03,2024-09-06,34,1,0
APP016697,District_4,SNAP,2024-03-06,2024-04-07,32,1,0
APP016698,District_4,TANF,2024-10-04,2024-10-28,24,1,0
APP016699,District_4,TANF,2023-10-20,2023-11-12,23,1,0
APP016700,District_4,TANF,2024-08-01,2024-09-06,36,1,0
APP016701,District_4,SNAP,2023-10-17,2023-11-29,43,1,0
APP016702,District_4,SNAP,2023-02-13,2023-03-18,33,1,0
APP016703,District_4,SNAP,2023-08-23,2023-09-30,38,0,0
APP016704,District_4,TANF,2023-04-15,2023-05-12,27,1,0
APP016705,District_4,SNAP,2024-06-16,2024-08-05,50,0,0
APP016706,District_4,Medicaid,2023-10-20,2023-11-22,33,1,0
APP016707,District_4,TANF,2024-06-23,2024-08-11,49,1,0
APP016708,District_4,SNAP,2024-06-29,2024-07-21,22,1,0
APP016709,District_4,SNAP,2024-01-23,2024-02-23,31,0,0
APP016710,District_4,TANF,2024-11-08,2024-12-19,41,1,0
APP016711,District_4,TANF,2023-11-24,2023-12-26,32,1,0
APP016712,District_4,SNAP,2024-04-09,2024-05-15,36,1,0
APP016713,District_4,SNAP,2024-06-02,2024-06-24,22,0,0
APP016714,District_4,Medicaid,2023-12-25,2024-01-21,27,1,0
APP016715,District_4,SNAP,2023-11-09,2023-12-02,23,1,0
APP016716,District_4,SNAP,2024-08-24,2024-09-23,30,1,0
APP016717,District_4,Medicaid,2024-10-19,2024-11-17,29,1,0
APP016718,District_4,SNAP,2023-02-17,2023-03-15,26,1,0
APP016719,District_4,SNAP,2024-12-14,2025-01-20,37,1,0
APP016720,District_4,Medicaid,2024-10-20,2024-11-11,22,1,0
APP016721,District_4,Medicaid,2024-03-02,2024-03-14,12,1,0
APP016722,District_4,TANF,2024-01-18,2024-02-13,26,1,0
APP016723,District_4,TANF,2023-11-30,2024-01-19,50,0,0
APP016724,District_4,SNAP,2024-01-07,2024-02-12,36,0,0
APP016725,District_4,TANF,2023-05-09,2023-06-01,23,1,0
APP016726,District_4,Medicaid,2023-10-13,2023-11-17,35,1,0
APP016727,District_4,Medicaid,2024-11-22,2024-12-22,30,1,0
APP016728,District_4,SNAP,2024-01-24,2024-02-27,34,1,0
APP016729,District_4,SNAP,2023-09-23,2023-11-01,39,0,0
APP016730,District_4,Medicaid,2023-06-10,2023-07-13,33,1,0
APP016731,District_4,TANF,2024-07-16,2024-08-17,32,0,0
APP016732,District_4,Medicaid,2023-12-30,2024-02-12,44,1,0
APP016733,District_4,SNAP,2024-02-27,2024-04-03,36,1,0
APP016734,District_4,Medicaid,2023-10-18,2023-11-20,33,1,0
APP016735,District_4,SNAP,2023-01-26,2023-02-26,31,0,0
APP016736,District_4,SNAP,2023-08-03,2023-08-29,26,1,0
APP016737,District_4,Medicaid,2024-03-08,2024-03-28,20,1,0
APP016738,District_4,TANF,2023-06-04,2023-07-11,37,1,0
APP016739,District_4,SNAP,2024-01-05,2024-02-16,42,0,0
APP016740,District_4,TANF,2024-09-19,2024-10-24,35,1,0
APP016741,District_4,SNAP,2023-05-18,2023-06-23,36,1,0
APP016742,District_4,Medicaid,2024-09-12,2024-10-05,23,1,0
APP016743,District_4,Medicaid,2023-04-12,2023-05-08,26,1,0
APP016744,District_4,TANF,2023-12-21,2024-01-10,20,0,0
APP016745,District_4,SNAP,2024-04-18,2024-05-17,29,1,0
APP016746,District_4,SNAP,2023-06-18,2023-07-28,40,1,0
APP016747,District_4,Medicaid,2023-06-18,2023-07-13,25,1,0
APP016748,District_4,SNAP,2023-11-25,2023-12-25,30,1,0
APP016749,District_4,SNAP,2023-01-16,2023-02-22,37,1,0
APP016750,District_4,TANF,2024-11-06,2024-12-18,42,1,0
APP016751,District_4,Medicaid,2023-07-08,2023-07-24,16,1,0
APP016752,District_4,SNAP,2024-07-22,2024-08-18,27,1,0
APP016753,District_4,TANF,2023-07-30,2023-08-23,24,1,0
APP016754,District_4,Medicaid,2024-08-12,2024-09-04,23,1,0
APP016755,District_4,SNAP,2023-05-15,2023-06-12,28,0,0
APP016756,District_4,SNAP,2024-05-28,2024-06-11,14,1,0
APP016757,District_4,SNAP,2024-06-10,2024-07-08,28,1,0
APP016758,District_4,SNAP,2024-06-12,2024-07-13,31,1,0
APP016759,District_4,Medicaid,2023-02-09,2023-03-03,22,1,0
APP016760,District_4,SNAP,2023-04-20,2023-05-17,27,1,0
APP016761,District_4,TANF,2024-09-27,2024-10-28,31,1,0
APP016762,District_4,TANF,2023-09-11,2023-10-13,32,1,0
APP016763,District_4,TANF,2024-08-08,2024-08-24,16,1,0
APP016764,District_4,SNAP,2024-08-30,2024-10-06,37,1,0
APP016765,District_4,SNAP,2024-05-21,2024-06-27,37,0,0
APP016766,District_4,SNAP,2023-05-10,2023-06-03,24,0,0
APP016767,District_4,SNAP,2023-09-02,2023-10-18,46,1,0
APP016768,District_4,SNAP,2023-02-24,2023-03-31,35,1,0
APP016769,District_4,SNAP,2023-01-05,2023-02-08,34,1,0
APP016770,District_4,TANF,2024-09-09,2024-10-16,37,1,0
APP016771,District_4,TANF,2023-12-15,2024-01-06,22,0,0
APP016772,District_4,SNAP,2024-07-23,2024-08-20,28,0,0
APP016773,District_4,SNAP,2023-04-25,2023-05-31,36,1,0
APP016774,District_4,SNAP,2023-04-26,2023-05-20,24,1,0
APP016775,District_4,TANF,2024-02-16,2024-03-15,28,1,0
APP016776,District_4,TANF,2024-01-21,2024-02-26,36,1,0
APP016777,District_4,TANF,2023-10-29,2023-12-02,34,1,0
APP016778,District_4,SNAP,2023-01-31,2023-03-03,31,0,0
APP016779,District_4,SNAP,2023-07-12,2023-08-13,32,1,0
APP016780,District_4,Medicaid,2023-04-19,2023-05-18,29,1,0
APP016781,District_4,SNAP,2023-05-02,2023-06-10,39,1,0
APP016782,District_4,SNAP,2023-07-07,2023-08-26,50,1,0
APP016783,District_4,TANF,2024-05-01,2024-06-04,34,1,0
APP016784,District_4,TANF,2024-05-28,2024-07-09,42,1,0
APP016785,District_4,TANF,2024-08-08,2024-09-04,27,1,0
APP016786,District_4,Medicaid,2023-08-11,2023-09-05,25,0,0
APP016787,District_4,TANF,2024-01-30,2024-02-23,24,0,0
APP016788,District_4,Medicaid,2024-08-14,2024-09-06,23,1,0
APP016789,District_4,SNAP,2023-12-22,2024-01-19,28,1,0
APP016790,District_4,TANF,2023-01-18,2023-02-26,39,0,0
APP016791,District_4,SNAP,2023-12-29,2024-02-07,40,1,0
APP016792,District_4,TANF,2023-01-04,2023-01-30,26,1,0
APP016793,District_4,SNAP,2023-10-10,2023-11-07,28,1,0
APP016794,District_4,TANF,2023-08-07,2023-09-07,31,1,0
APP016795,District_4,Medicaid,2024-10-30,2024-12-02,33,1,0
APP016796,District_4,SNAP,2024-06-17,2024-07-23,36,0,0
APP016797,District_4,TANF,2024-04-25,2024-05-22,27,0,0
APP016798,District_4,Medicaid,2024-11-25,2024-12-24,29,0,0
APP016799,District_4,Medicaid,2024-11-18,2024-12-31,43,0,0
APP016800,District_4,SNAP,2023-08-19,2023-09-17,29,1,0
APP016801,District_4,TANF,2024-02-07,2024-03-04,26,1,0
APP016802,District_4,Medicaid,2024-02-11,2024-03-12,30,0,0
APP016803,District_4,SNAP,2023-01-18,2023-02-19,32,0,0
APP016804,District_4,TANF,2023-01-31,2023-02-17,17,1,0
APP016805,District_4,SNAP,2023-09-05,2023-10-02,27,1,0
APP016806,District_4,Medicaid,2023-01-01,2023-02-05,35,1,0
APP016807,District_4,Medicaid,2024-05-18,2024-07-06,49,0,0
APP016808,District_4,Medicaid,2023-01-12,2023-02-07,26,1,0
APP016809,District_4,TANF,2023-06-16,2023-07-24,38,0,0
APP016810,District_4,TANF,2023-03-13,2023-04-15,33,1,0
APP016811,District_4,TANF,2023-12-31,2024-02-10,41,0,0
APP016812,District_4,Medicaid,2024-09-30,2024-10-25,25,1,0
APP016813,District_4,Medicaid,2023-02-09,2023-03-22,41,0,0
APP016814,District_4,SNAP,2024-04-13,2024-05-26,43,1,0
APP016815,District_4,SNAP,2024-01-31,2024-03-15,44,0,0
APP016816,District_4,TANF,2024-10-17,2024-11-30,44,1,0
APP016817,District_4,SNAP,2024-03-10,2024-04-12,33,1,0
APP016818,District_4,TANF,2024-09-01,2024-10-07,36,1,0
APP016819,District_4,Medicaid,2024-05-19,2024-06-15,27,0,0
APP016820,District_4,SNAP,2024-07-12,2024-07-23,11,1,0
APP016821,District_4,SNAP,2023-12-21,2024-01-23,33,1,0
APP016822,District_4,Medicaid,2023-09-16,2023-10-16,30,1,0
APP016823,District_4,TANF,2024-01-09,2024-02-18,40,1,0
APP016824,District_4,Medicaid,2023-04-08,2023-05-17,39,1,0
APP016825,District_4,SNAP,2024-06-03,2024-06-25,22,0,0
APP016826,District_4,SNAP,2023-03-17,2023-05-08,52,1,0
APP016827,District_4,SNAP,2024-11-11,2024-12-15,34,0,0
APP016828,District_4,SNAP,2023-01-19,2023-02-08,20,1,0
APP016829,District_4,Medicaid,2023-03-24,2023-04-14,21,1,0
APP016830,District_4,TANF,2023-05-10,2023-05-22,12,0,0
APP016831,District_4,SNAP,2023-05-14,2023-06-21,38,1,0
APP016832,District_4,SNAP,2023-01-14,2023-02-09,26,1,0
APP016833,District_4,Medicaid,2024-12-20,2025-01-13,24,1,0
APP016834,District_4,SNAP,2024-05-17,2024-06-11,25,0,0
APP016835,District_4,SNAP,2023-08-08,2023-09-05,28,1,0
APP016836,District_4,TANF,2023-10-11,2023-11-16,36,1,0
APP016837,District_4,SNAP,2023-06-15,2023-07-01,16,0,0
APP016838,District_4,TANF,2024-01-21,2024-02-11,21,1,0
APP016839,District_4,SNAP,2023-10-17,2023-11-21,35,1,0
APP016840,District_4,SNAP,2023-12-16,2024-01-11,26,0,0
APP016841,District_4,SNAP,2023-10-19,2023-11-24,36,1,0
APP016842,District_4,SNAP,2023-07-26,2023-08-22,27,1,0
APP016843,District_4,SNAP,2024-01-04,2024-02-18,45,1,0
APP016844,District_4,Medicaid,2023-03-25,2023-04-27,33,0,0
APP016845,District_4,SNAP,2024-02-11,2024-03-24,42,0,0
APP016846,District_4,Medicaid,2024-01-31,2024-03-07,36,0,0
APP016847,District_4,SNAP,2023-03-29,2023-05-04,36,1,0
APP016848,District_4,SNAP,2024-09-22,2024-10-16,24,1,0
APP016849,District_4,TANF,2024-11-25,2025-01-05,41,0,0
APP016850,District_4,Medicaid,2024-07-01,2024-08-03,33,0,0
APP016851,District_4,SNAP,2024-11-23,2024-12-16,23,1,0
APP016852,District_4,SNAP,2024-11-10,2024-11-22,12,1,0
APP016853,District_4,Medicaid,2024-06-23,2024-07-25,32,1,0
APP016854,District_4,SNAP,2023-09-17,2023-10-31,44,0,0
APP016855,District_4,Medicaid,2023-06-02,2023-06-25,23,1,0
APP016856,District_4,SNAP,2024-09-09,2024-10-02,23,1,0
APP016857,District_4,Medicaid,2023-12-23,2024-01-20,28,0,0
APP016858,District_4,TANF,2024-06-11,2024-07-22,41,1,0
APP016859,District_4,SNAP,2024-10-12,2024-10-27,15,1,0
APP016860,District_4,SNAP,2024-11-19,2024-12-14,25,1,0
APP016861,District_4,Medicaid,2024-05-13,2024-06-04,22,0,0
APP016862,District_4,SNAP,2023-07-30,2023-09-04,36,1,0
APP016863,District_4,SNAP,2023-03-01,2023-03-31,30,0,0
APP016864,District_4,SNAP,2024-08-09,2024-09-06,28,0,0
APP016865,District_4,SNAP,2023-01-18,2023-02-16,29,1,0
APP016866,District_4,TANF,2024-01-06,2024-02-13,38,1,0
APP016867,District_4,TANF,2023-08-03,2023-09-13,41,1,0
APP016868,District_4,Medicaid,2023-11-15,2023-12-25,40,1,0
APP016869,District_4,SNAP,2024-10-03,2024-11-08,36,1,0
APP016870,District_4,Medicaid,2023-12-07,2024-01-19,43,0,0
APP016871,District_4,Medicaid,2023-04-19,2023-05-12,23,1,0
APP016872,District_4,SNAP,2023-11-12,2023-12-16,34,1,0
APP016873,District_4,Medicaid,2023-03-15,2023-05-06,52,1,0
APP016874,District_4,SNAP,2024-10-02,2024-10-17,15,1,0
APP016875,District_4,SNAP,2023-01-29,2023-02-24,26,1,0
APP016876,District_4,SNAP,2024-11-20,2024-12-12,22,1,0
APP016877,District_4,SNAP,2023-06-11,2023-07-15,34,0,0
APP016878,District_4,SNAP,2024-04-28,2024-06-11,44,1,0
APP016879,District_4,SNAP,2024-10-06,2024-11-11,36,1,0
APP016880,District_4,SNAP,2023-05-21,2023-06-19,29,1,0
APP016881,District_4,Medicaid,2024-11-10,2024-12-16,36,0,0
APP016882,District_4,Medicaid,2023-11-03,2023-12-01,28,0,0
APP016883,District_4,TANF,2024-01-08,2024-02-10,33,1,0
APP016884,District_4,SNAP,2023-09-17,2023-10-24,37,1,0
APP016885,District_4,Medicaid,2024-12-21,2025-02-06,47,0,0
APP016886,District_4,Medicaid,2024-05-04,2024-06-08,35,1,0
APP016887,District_4,Medicaid,2023-09-19,2023-10-22,33,0,0
APP016888,District_4,TANF,2023-02-21,2023-04-11,49,1,0
APP016889,District_4,SNAP,2024-10-13,2024-10-27,14,0,0
APP016890,District_4,Medicaid,2024-04-22,2024-05-22,30,0,0
APP016891,District_4,TANF,2023-04-02,2023-04-26,24,1,0
APP016892,District_4,TANF,2023-12-07,2024-01-05,29,0,0
APP016893,District_4,SNAP,2023-07-13,2023-08-18,36,1,0
APP016894,District_4,SNAP,2023-07-10,2023-08-19,40,1,0
APP016895,District_4,Medicaid,2023-12-16,2024-01-11,26,1,0
APP016896,District_4,TANF,2023-02-16,2023-03-25,37,1,0
APP016897,District_4,TANF,2023-06-29,2023-07-22,23,0,0
APP016898,District_4,SNAP,2023-02-08,2023-02-28,20,1,0
APP016899,District_4,SNAP,2024-11-17,2024-12-19,32,1,0
APP016900,District_4,SNAP,2024-10-13,2024-11-11,29,1,0
APP016901,District_4,Medicaid,2023-04-29,2023-06-12,44,1,0
APP016902,District_4,TANF,2024-02-26,2024-04-16,50,1,0
APP016903,District_4,SNAP,2023-06-13,2023-07-09,26,1,0
APP016904,District_4,SNAP,2024-02-07,2024-02-22,15,1,0
APP016905,District_4,SNAP,2023-11-30,2023-12-19,19,0,0
APP016906,District_4,SNAP,2023-01-13,2023-02-06,24,0,0
APP016907,District_4,Medicaid,2024-08-02,2024-09-04,33,1,0
APP016908,District_4,Medicaid,2024-07-16,2024-08-14,29,1,0
APP016909,District_4,SNAP,2023-02-13,2023-03-05,20,1,0
APP016910,District_4,SNAP,2023-06-03,2023-07-20,47,1,0
APP016911,District_4,Medicaid,2023-03-25,2023-05-01,37,1,0
APP016912,District_4,SNAP,2023-10-07,2023-11-23,47,1,0
APP016913,District_4,TANF,2023-11-23,2023-12-08,15,1,0
APP016914,District_4,SNAP,2024-04-17,2024-05-29,42,1,0
APP016915,District_4,SNAP,2024-04-07,2024-05-07,30,1,0
APP016916,District_4,SNAP,2023-04-09,2023-05-07,28,1,0
APP016917,District_4,SNAP,2023-12-17,2024-01-17,31,1,0
APP016918,District_4,SNAP,2024-08-04,2024-08-29,25,1,0
APP016919,District_4,TANF,2024-10-11,2024-11-10,30,1,0
APP016920,District_4,SNAP,2024-09-01,2024-10-10,39,0,0
APP016921,District_4,Medicaid,2023-08-07,2023-08-21,14,1,0
APP016922,District_4,SNAP,2024-01-15,2024-02-28,44,0,0
APP016923,District_4,SNAP,2023-04-15,2023-05-19,34,1,0
APP016924,District_4,SNAP,2023-09-24,2023-10-24,30,0,0
APP016925,District_4,SNAP,2023-07-25,2023-09-02,39,1,0
APP016926,District_4,SNAP,2023-07-03,2023-08-06,34,1,0
APP016927,District_4,SNAP,2024-10-02,2024-10-29,27,1,0
APP016928,District_4,Medicaid,2024-06-12,2024-07-06,24,1,0
APP016929,District_4,SNAP,2024-09-12,2024-10-26,44,0,0
APP016930,District_4,SNAP,2023-09-06,2023-09-24,18,1,0
APP016931,District_4,TANF,2023-10-16,2023-11-14,29,1,0
APP016932,District_4,SNAP,2024-08-13,2024-08-31,18,1,0
APP016933,District_4,Medicaid,2023-01-31,2023-03-07,35,1,0
APP016934,District_4,Medicaid,2024-06-18,2024-07-18,30,0,0
APP016935,District_4,SNAP,2024-05-11,2024-05-31,20,1,0
APP016936,District_4,SNAP,2023-09-15,2023-10-08,23,1,0
APP016937,District_4,Medicaid,2024-11-18,2024-12-19,31,1,0
APP016938,District_4,TANF,2023-06-17,2023-07-21,34,1,0
APP016939,District_4,Medicaid,2023-09-04,2023-09-18,14,1,0
APP016940,District_4,TANF,2023-09-19,2023-10-14,25,1,0
APP016941,District_4,SNAP,2023-09-26,2023-10-28,32,1,0
APP016942,District_4,Medicaid,2023-09-07,2023-10-19,42,1,0
APP016943,District_4,SNAP,2023-12-14,2024-01-21,38,1,0
APP016944,District_4,SNAP,2024-11-29,2024-12-26,27,0,0
APP016945,District_4,Medicaid,2023-12-19,2024-01-28,40,1,0
APP016946,District_4,TANF,2024-04-02,2024-04-30,28,1,0
APP016947,District_4,SNAP,2024-05-02,2024-05-05,3,1,0
APP016948,District_4,SNAP,2024-04-25,2024-06-08,44,1,0
APP016949,District_4,SNAP,2023-08-30,2023-10-04,35,1,0
APP016950,District_4,TANF,2023-07-26,2023-08-28,33,0,0
APP016951,District_4,Medicaid,2023-09-24,2023-10-25,31,1,0
APP016952,District_4,TANF,2023-09-23,2023-10-27,34,1,0
APP016953,District_4,Medicaid,2024-08-25,2024-09-25,31,1,0
APP016954,District_4,TANF,2023-12-07,2024-01-04,28,0,0
APP016955,District_4,SNAP,2024-11-11,2024-12-06,25,1,0
APP016956,District_4,SNAP,2024-12-14,2025-01-15,32,0,0
APP016957,District_4,SNAP,2024-05-11,2024-06-03,23,1,0
APP016958,District_4,SNAP,2024-05-02,2024-05-23,21,1,0
APP016959,District_4,SNAP,2023-04-02,2023-05-05,33,0,0
APP016960,District_4,Medicaid,2023-04-23,2023-06-02,40,1,0
APP016961,District_4,SNAP,2024-06-02,2024-06-26,24,1,0
APP016962,District_4,TANF,2024-12-24,2025-01-18,25,1,0
APP016963,District_4,Medicaid,2024-08-09,2024-08-25,16,0,0
APP016964,District_4,TANF,2023-07-16,2023-08-04,19,1,0
APP016965,District_4,SNAP,2024-05-10,2024-05-30,20,0,0
APP016966,District_4,TANF,2024-03-29,2024-05-08,40,1,0
APP016967,District_4,Medicaid,2023-02-09,2023-02-25,16,0,0
APP016968,District_4,SNAP,2024-09-30,2024-11-04,35,0,0
APP016969,District_4,SNAP,2023-09-11,2023-10-10,29,0,0
APP016970,District_4,TANF,2024-03-25,2024-04-30,36,1,0
APP016971,District_4,SNAP,2023-09-05,2023-10-16,41,0,0
APP016972,District_4,TANF,2024-11-06,2024-12-07,31,1,0
APP016973,District_4,SNAP,2023-12-09,2024-01-19,41,0,0
APP016974,District_4,Medicaid,2024-09-11,2024-10-26,45,1,0
APP016975,District_4,Medicaid,2024-11-17,2024-12-30,43,1,0
APP016976,District_4,SNAP,2023-01-26,2023-02-20,25,1,0
APP016977,District_4,SNAP,2023-11-04,2023-11-17,13,1,0
APP016978,District_4,SNAP,2024-05-16,2024-06-15,30,0,0
APP016979,District_4,TANF,2024-09-07,2024-10-10,33,1,0
APP016980,District_4,SNAP,2024-06-10,2024-06-24,14,0,0
APP016981,District_4,TANF,2024-04-26,2024-05-28,32,1,0
