response_id,district,digital_access,satisfaction_score,ease_of_access_rating,language_barrier,digital_literacy_rating
SUR01161,District_4,0,58,3.5,0,1.9
SUR01162,District_4,0,34,2.7,0,5.6
SUR01163,District_4,0,25,7.2,1,4.4
SUR01164,District_4,0,37,5.1,1,1.0
SUR01165,District_4,0,38,4.8,0,5.4
SUR01166,District_4,0,31,5.4,0,2.1
SUR01167,District_4,0,48,5.4,1,4.2
SUR01168,District_4,0,80,6.3,1,3.5
SUR01169,District_4,0,47,6.1,0,5.9
SUR01170,District_4,0,39,4.8,0,5.1
SUR01171,District_4,0,49,4.8,0,4.7
SUR01172,District_4,0,62,6.8,1,5.2
SUR01173,District_4,0,16,2.5,1,4.0
SUR01174,District_4,0,42,4.9,0,5.7
SUR01175,District_4,0,52,3.0,1,4.7
SUR01176,District_4,0,53,2.3,1,5.9
SUR01177,District_4,0,41,3.7,1,6.8
SUR01178,District_4,0,28,3.1,0,6.2
SUR01179,District_4,0,51,5.7,0,4.3
SUR01180,District_4,0,37,1.9,0,7.1
SUR01181,District_4,0,8,6.6,0,2.9
SUR01182,District_4,0,50,4.2,0,4.1
SUR01183,District_4,0,52,6.0,0,5.2
SUR01184,District_4,0,45,3.8,1,3.7
SUR01185,District_4,0,73,3.7,0,5.8
SUR01186,District_4,0,55,4.2,0,4.3
SUR01187,District_4,0,50,4.2,0,1.2
SUR01188,District_4,0,70,4.3,0,1.9
SUR01189,District_4,0,76,3.6,0,5.8
SUR01190,District_4,0,61,4.6,0,2.5
SUR01191,District_4,0,41,5.1,1,4.3
SUR01192,District_4,0,54,5.5,0,3.4
SUR01193,District_4,0,60,6.6,1,5.1
SUR01194,District_4,0,12,5.0,0,4.1
SUR01195,District_4,0,30,5.7,1,2.6
SUR01196,District_4,0,56,6.9,0,1.5
SUR01197,District_4,0,46,3.6,1,5.7
SUR01198,District_4,0,56,5.7,0,3.8
SUR01199,District_4,0,58,3.7,0,1.6
SUR01200,District_4,0,35,3.8,0,4.6
SUR01201,District_4,0,45,4.9,1,4.8
SUR01202,District_4,0,50,1.0,0,3.5
SUR01203,District_4,0,61,4.4,0,4.0
SUR01204,District_4,0,61,3.6,0,6.1
SUR01205,District_4,0,24,2.6,0,4.3
SUR01206,District_4,0,16,5.8,0,1.5
SUR01207,District_4,0,39,3.7,1,4.3
SUR01208,District_4,0,65,5.6,0,6.0
SUR01209,District_4,0,40,5.9,0,1.8
SUR01210,District_4,0,80,6.1,1,5.5
SUR01211,District_4,0,28,8.3,0,4.0
SUR01212,District_4,0,33,3.9,0,1.5
SUR01213,District_4,0,38,3.0,0,5.8
SUR01214,District_4,0,34,8.0,1,2.8
SUR01215,District_4,0,35,4.4,0,4.2
SUR01216,District_4,0,52,4.5,0,4.7
SUR01217,District_4,0,48,6.1,0,4.4
SUR01218,District_4,0,33,4.7,0,2.8
SUR01219,District_4,0,49,4.5,1,6.3
SUR01220,District_4,0,38,6.1,0,2.6
SUR01221,District_4,0,59,2.9,0,3.5
SUR01222,District_4,0,52,3.0,1,5.7
SUR01223,District_4,0,56,4.8,0,3.9
SUR01224,District_4,0,49,1.9,0,3.5
SUR01225,District_4,0,46,2.2,1,3.6
SUR01226,District_4,0,51,7.3,1,1.0
SUR01227,District_4,0,88,2.4,1,5.9
SUR01228,District_4,0,40,4.0,0,2.0
SUR01229,District_4,0,58,6.0,0,4.1
SUR01230,District_4,0,58,6.2,0,1.0
SUR01231,District_4,0,83,5.4,0,4.3
SUR01232,District_4,0,66,4.0,0,1.8
SUR01233,District_4,0,21,3.5,1,1.0
SUR01234,District_4,0,43,4.3,0,2.3
SUR01235,District_4,0,16,5.2,0,1.1
SUR01236,District_4,0,53,2.7,0,3.8
SUR01237,District_4,0,52,5.7,0,4.2
SUR01238,District_4,0,43,4.8,1,3.8
SUR01239,District_4,0,52,3.8,0,2.8
SUR01240,District_4,0,59,5.7,0,5.6
SUR01241,District_4,0,40,6.8,1,3.6
SUR01242,District_4,0,32,5.0,1,6.1
SUR01243,District_4,0,39,4.9,1,1.0
SUR01244,District_4,0,55,4.2,0,4.4
SUR01245,District_4,0,48,2.3,0,4.4
SUR01246,District_4,0,61,3.5,1,2.6
SUR01247,District_4,0,28,4.7,0,6.0
SUR01248,District_4,0,61,2.7,1,3.9
SUR01249,District_4,0,67,3.8,0,4.2
SUR01250,District_4,0,77,3.1,0,4.7
SUR01251,District_4,0,52,4.9,1,7.3
SUR01252,District_4,0,50,5.7,0,3.3
SUR01253,District_4,0,60,5.8,1,4.3
SUR01254,District_4,0,47,6.9,0,6.1
SUR01255,District_4,0,36,2.9,1,3.7
SUR01256,District_4,0,26,6.1,0,5.9
SUR01257,District_4,0,37,5.2,0,4.0
SUR01258,District_4,0,70,5.4,1,4.6
SUR01259,District_4,0,53,7.0,0,3.7
SUR01260,District_4,0,27,2.2,0,3.4
SUR01261,District_4,0,49,4.6,0,4.0
SUR01262,District_4,0,56,4.1,1,2.5
SUR01263,District_4,0,62,3.3,0,2.6
SUR01264,District_4,0,36,4.5,0,3.7
SUR01265,District_4,0,46,5.4,0,4.1
SUR01266,District_4,0,23,4.8,0,5.1
SUR01267,District_4,0,56,2.2,0,3.3
SUR01268,District_4,0,14,4.4,0,6.7
SUR01269,District_4,0,44,3.0,0,1.8
SUR01270,District_4,0,39,3.5,0,2.5
SUR01271,District_4,0,74,3.4,0,4.7
SUR01272,District_4,0,68,7.4,0,6.3
SUR01273,District_4,0,34,4.1,1,2.7
SUR01274,District_4,0,44,4.1,0,6.7
SUR01275,District_4,0,18,4.8,0,5.4
SUR01276,District_4,0,33,3.8,0,4.9
SUR01277,District_4,0,32,6.3,0,4.9
SUR01278,District_4,0,53,5.7,1,4.8
SUR01279,District_4,0,57,5.4,0,3.2
SUR01280,District_4,0,32,4.7,0,3.1
SUR01281,District_4,0,68,5.7,1,3.1
SUR01282,District_4,0,77,4.6,0,3.2
SUR01283,District_4,0,38,6.0,0,5.2
SUR01284,District_4,0,37,5.2,0,6.2
SUR01285,District_4,0,62,3.9,0,2.2
SUR01286,District_4,0,45,4.7,0,2.4
SUR01287,District_4,0,48,5.9,1,6.5
SUR01288,District_4,0,50,5.0,1,3.9
SUR01289,District_4,0,55,3.5,0,5.2
SUR01290,District_4,0,85,7.8,0,3.3
SUR01291,District_4,0,42,4.1,0,7.4
SUR01292,District_4,0,55,4.9,0,4.2
SUR01293,District_4,0,28,4.7,0,5.5
SUR01294,District_4,0,19,7.9,0,5.7
SUR01295,District_4,0,64,4.6,1,1.1
SUR01296,District_4,0,40,6.1,1,1.0
SUR01297,District_4,0,58,6.1,0,3.0
SUR01298,District_4,0,56,3.0,0,4.1
SUR01299,District_4,0,59,7.2,0,4.0
SUR01300,District_4,0,40,5.1,1,5.9
SUR01301,District_4,0,57,4.8,0,2.3
SUR01302,District_4,0,73,5.3,0,2.2
SUR01303,District_4,0,50,8.0,0,2.4
SUR01304,District_4,0,64,4.8,0,6.1
SUR01305,District_4,0,42,5.1,1,5.4
SUR01306,District_4,0,45,6.0,0,1.7
SUR01307,District_4,0,68,5.2,0,5.4
SUR01308,District_4,0,40,6.5,0,3.1
SUR01309,District_4,0,42,5.5,1,1.6
SUR01310,District_4,0,40,6.5,0,4.0
SUR01311,District_4,0,35,5.8,0,3.9
SUR01312,District_4,0,57,5.1,0,5.4
SUR01313,District_4,0,46,6.4,0,3.9
SUR01314,District_4,0,53,6.0,1,6.1
SUR01315,District_4,0,34,4.6,0,6.3
SUR01316,District_4,0,39,3.8,0,3.1
SUR01317,District_4,0,58,5.1,0,3.7
SUR01318,District_4,0,40,6.6,0,5.8
SUR01319,District_4,0,58,3.3,0,4.1
SUR01320,District_4,0,46,4.6,0,5.9
SUR01321,District_4,0,53,4.7,0,5.9
SUR01322,District_4,0,82,6.4,1,1.1
SUR01323,District_4,0,61,3.2,1,5.1
SUR01324,District_4,0,69,6.4,0,4.8
SUR01325,District_4,0,33,3.8,0,4.9
SUR01326,District_4,0,55,4.9,0,4.7
SUR01327,District_4,0,71,6.1,0,4.7
SUR01328,District_4,0,57,7.1,1,7.4
SUR01329,District_4,0,46,6.6,0,4.8
SUR01330,District_4,0,45,4.0,0,3.3
SUR01331,District_4,0,35,3.4,0,3.4
SUR01332,District_4,0,43,7.7,0,3.7
SUR01333,District_4,0,38,2.9,0,6.4
SUR01334,District_4,0,38,7.4,1,2.2
SUR01335,District_4,0,57,6.3,0,6.9
SUR01336,District_4,0,42,6.1,1,4.5
SUR01337,District_4,0,57,5.9,0,1.0
SUR01338,District_4,0,49,3.5,1,6.5
SUR01339,District_4,0,80,4.3,0,5.6
SUR01340,District_4,0,45,7.6,0,3.5
SUR01341,District_4,0,57,3.0,0,4.5
SUR01342,District_4,0,38,7.1,0,5.8
SUR01343,District_4,0,43,7.5,0,6.3
SUR01344,District_4,0,47,3.5,1,3.9
SUR01345,District_4,0,52,6.3,0,6.6
SUR01346,District_4,0,47,7.6,0,3.9
SUR01347,District_4,0,36,7.8,1,6.3
SUR01348,District_4,0,61,1.7,0,1.3
SUR01349,District_4,0,55,6.4,0,6.9
SUR01350,District_4,0,63,5.3,0,1.0
SUR01351,District_4,0,48,6.9,1,2.8
SUR01352,District_4,0,68,5.6,0,6.0
SUR01353,District_4,0,46,5.0,1,4.4
SUR01354,District_4,0,26,8.1,0,5.5
SUR01355,District_4,0,50,5.2,0,2.1
SUR01356,District_4,0,15,7.8,1,2.7
SUR01357,District_4,0,51,6.0,0,3.7
SUR01358,District_4,0,52,3.3,1,1.4
SUR01359,District_4,0,17,5.6,0,6.2
SUR01360,District_4,0,19,7.3,0,4.1
SUR01361,District_4,0,33,3.5,0,2.2
SUR01362,District_4,0,47,5.3,1,4.1
SUR01363,District_4,0,28,1.0,1,4.2
SUR01364,District_4,0,67,3.5,0,5.1
SUR01365,District_4,0,31,2.9,0,4.0
SUR01366,District_4,0,61,3.1,0,2.8
SUR01367,District_4,0,17,6.7,1,3.8
SUR01368,District_4,0,69,4.2,0,8.0
SUR01369,District_4,0,60,4.1,1,4.8
SUR01370,District_4,0,23,3.7,0,2.5
SUR01371,District_4,0,49,5.8,0,6.0
SUR01372,District_4,0,56,7.4,0,8.4
SUR01373,District_4,0,70,5.8,0,5.2
SUR01374,District_4,0,25,6.0,0,4.1
SUR01375,District_4,0,73,6.5,0,1.5
SUR01376,District_4,0,44,5.1,0,4.0
SUR01377,District_4,0,82,2.3,1,2.0
SUR01378,District_4,0,73,6.6,0,4.7
SUR01379,District_4,0,1,4.4,0,1.0
SUR01380,District_4,0,58,2.1,1,5.2
SUR01381,District_4,0,45,5.6,0,1.0
SUR01382,District_4,0,62,7.9,1,4.4
SUR01383,District_4,0,57,6.8,0,7.0
SUR01384,District_4,0,53,2.6,0,2.5
SUR01385,District_4,0,59,4.7,0,3.0
SUR01386,District_4,0,33,3.8,0,4.9
SUR01387,District_4,0,20,2.9,1,3.2
SUR01388,District_4,0,57,4.6,0,6.3
SUR01389,District_4,0,52,4.6,0,3.7
SUR01390,District_4,0,66,3.1,1,5.9
SUR01391,District_4,0,57,4.2,0,5.1
SUR01392,District_4,0,41,4.4,0,4.3
SUR01393,District_4,0,53,3.3,1,4.5
SUR01394,District_4,0,69,2.1,0,4.8
SUR01395,District_4,0,51,3.6,1,3.5
SUR01396,District_4,0,17,2.3,1,6.3
SUR01397,District_4,0,70,5.3,1,1.9
SUR01398,District_4,0,32,4.8,0,7.1
SUR01399,District_4,0,39,6.7,0,1.9
SUR01400,District_4,0,32,1.3,0,6.1
SUR01401,District_4,0,51,6.8,0,7.7
SUR01402,District_4,0,42,2.9,0,7.3
SUR01403,District_4,0,58,4.7,0,1.0
SUR01404,District_4,0,61,4.3,0,4.3
SUR01405,District_4,0,24,2.8,0,4.2
SUR01406,District_4,0,15,5.2,0,7.1
SUR01407,District_4,0,39,4.9,0,1.7
SUR01408,District_4,0,62,7.7,1,4.1
SUR01409,District_4,0,53,5.0,0,2.5
SUR01410,District_4,0,59,4.3,1,4.6
SUR01411,District_4,0,29,3.7,0,3.2
SUR01412,District_4,0,29,3.8,1,4.5
SUR01413,District_4,0,59,1.5,1,3.5
SUR01414,District_4,0,31,3.9,0,1.6
SUR01415,District_4,0,53,5.5,0,6.0
SUR01416,District_4,0,24,3.6,0,1.0
SUR01417,District_4,0,45,6.3,0,4.5
SUR01418,District_4,0,37,4.8,0,3.6
SUR01419,District_4,0,57,5.9,0,5.4
SUR01420,District_4,0,23,4.3,0,8.1
SUR01421,District_4,0,62,3.6,1,1.0
SUR01422,District_4,0,50,6.7,0,3.1
SUR01423,District_4,0,61,4.7,0,3.8
SUR01424,District_4,0,36,6.5,1,2.8
SUR01425,District_4,0,60,4.2,1,5.5
SUR01426,District_4,0,39,1.0,1,4.1
SUR01427,District_4,0,69,7.4,0,2.9
SUR01428,District_4,0,23,3.4,0,2.4
SUR01429,District_4,0,24,2.7,1,1.0
SUR01430,District_4,0,47,6.0,1,5.3
SUR01431,District_4,0,50,2.0,0,3.1
SUR01432,District_4,0,51,6.3,0,7.6
SUR01433,District_4,0,57,4.9,1,6.4
SUR01434,District_4,0,27,5.2,1,3.7
SUR01435,District_4,0,74,5.5,0,4.0
SUR01436,District_4,0,46,3.1,0,2.6
SUR01437,District_4,0,59,3.2,0,3.9
SUR01438,District_4,0,49,6.2,0,3.4
SUR01439,District_4,0,62,3.8,0,4.0
SUR01440,District_4,0,100,4.4,0,5.7
SUR01441,District_4,0,33,5.0,0,7.7
SUR01442,District_5,1,61,9.4,1,8.3
SUR01443,District_5,1,49,8.5,0,4.7
SUR01444,District_5,1,66,6.4,0,5.5
SUR01445,District_5,1,71,6.6,1,6.4
SUR01446,District_5,1,77,8.8,0,8.2
SUR01447,District_5,1,84,7.4,0,8.5
SUR01448,District_5,1,51,7.1,1,7.5
SUR01449,District_5,1,74,6.8,0,7.1
SUR01450,District_5,1,94,5.9,0,6.6
SUR01451,District_5,1,74,5.8,0,8.2
SUR01452,District_5,1,55,6.4,0,7.5
SUR01453,District_5,1,50,6.4,0,7.9
SUR01454,District_5,1,67,7.8,0,7.0
SUR01455,District_5,1,90,6.6,1,4.3
SUR01456,District_5,1,68,7.0,0,4.5
SUR01457,District_5,1,60,6.4,0,7.4
SUR01458,District_5,1,55,6.6,0,5.7
SUR01459,District_5,1,96,7.4,0,7.4
SUR01460,District_5,1,43,3.5,0,5.8
SUR01461,District_5,1,65,8.7,0,5.1
SUR01462,District_5,1,55,6.8,0,7.8
SUR01463,District_5,1,68,5.7,1,4.2
SUR01464,District_5,1,68,5.5,0,7.6
SUR01465,District_5,1,81,7.1,0,5.9
SUR01466,District_5,1,51,3.2,1,5.2
SUR01467,District_5,1,70,8.6,0,5.8
SUR01468,District_5,1,48,5.9,1,6.8
SUR01469,District_5,1,47,8.7,0,9.7
SUR01470,District_5,1,66,7.8,1,7.4
SUR01471,District_5,1,76,6.9,0,8.5
SUR01472,District_5,1,79,8.0,0,7.8
SUR01473,District_5,1,77,6.2,0,6.9
SUR01474,District_5,1,69,6.6,0,5.8
SUR01475,District_5,1,74,9.4,0,5.8
SUR01476,District_5,1,64,7.8,0,6.2
SUR01477,District_5,1,58,8.1,0,8.4
SUR01478,District_5,1,58,7.0,0,10.0
SUR01479,District_5,1,67,5.8,0,5.9
SUR01480,District_5,1,60,6.8,0,6.9
SUR01481,District_5,1,92,5.5,1,6.7
SUR01482,District_5,1,62,5.1,0,5.8
SUR01483,District_5,1,45,7.1,0,3.0
SUR01484,District_5,1,79,6.0,0,9.1
SUR01485,District_5,1,79,7.6,0,7.5
SUR01486,District_5,1,71,6.2,0,7.6
SUR01487,District_5,1,70,4.7,1,5.6
SUR01488,District_5,1,67,7.9,0,7.7
SUR01489,District_5,1,66,7.8,0,4.5
SUR01490,District_5,1,67,7.7,0,7.1
SUR01491,District_5,1,70,6.5,0,4.7
SUR01492,District_5,1,67,8.5,0,4.8
SUR01493,District_5,1,46,6.8,0,6.4
SUR01494,District_5,1,56,7.1,0,6.0
SUR01495,District_5,1,72,7.7,0,9.4
SUR01496,District_5,1,55,5.4,0,3.4
SUR01497,District_5,1,58,7.0,1,7.5
SUR01498,District_5,1,79,6.9,1,8.4
SUR01499,District_5,1,48,7.7,0,5.3
SUR01500,District_5,1,56,7.5,0,6.0
SUR01501,District_5,1,77,8.6,0,7.8
SUR01502,District_5,1,59,9.0,0,4.9
SUR01503,District_5,1,68,6.6,0,6.5
SUR01504,District_5,1,35,4.5,0,6.3
SUR01505,District_5,1,82,4.3,1,7.2
SUR01506,District_5,1,82,8.4,0,6.8
SUR01507,District_5,1,69,5.7,0,6.3
SUR01508,District_5,1,55,6.6,0,6.4
SUR01509,District_5,1,90,8.3,0,5.7
SUR01510,District_5,1,99,7.3,0,7.9
SUR01511,District_5,1,91,9.9,0,6.9
SUR01512,District_5,1,81,8.2,0,6.7
SUR01513,District_5,1,71,6.3,0,9.3
SUR01514,District_5,1,65,6.2,0,8.0
SUR01515,District_5,1,87,8.2,1,5.6
SUR01516,District_5,1,68,6.6,0,10.0
SUR01517,District_5,1,31,7.9,0,5.8
SUR01518,District_5,1,70,9.3,0,10.0
SUR01519,District_5,1,67,5.4,0,1.0
SUR01520,District_5,1,61,5.7,0,5.6
SUR01521,District_5,1,81,5.1,0,6.3
SUR01522,District_5,1,61,5.2,1,6.2
SUR01523,District_5,1,72,6.0,0,6.0
SUR01524,District_5,1,38,6.6,0,7.4
SUR01525,District_5,1,56,6.4,0,5.6
SUR01526,District_5,1,66,7.2,0,6.7
SUR01527,District_5,1,43,6.6,0,7.1
SUR01528,District_5,1,57,8.2,0,10.0
SUR01529,District_5,1,79,10.0,0,9.4
SUR01530,District_5,1,64,6.8,0,7.6
SUR01531,District_5,1,88,6.4,0,9.2
SUR01532,District_5,1,74,5.9,0,2.6
SUR01533,District_5,1,53,4.9,0,3.9
SUR01534,District_5,1,87,6.2,0,6.1
SUR01535,District_5,1,78,7.2,0,4.6
SUR01536,District_5,1,73,6.9,0,7.5
SUR01537,District_5,1,83,9.2,0,8.1
SUR01538,District_5,1,57,7.6,1,6.1
SUR01539,District_5,1,73,8.6,1,5.1
SUR01540,District_5,1,60,6.5,0,9.0
SUR01541,District_5,1,79,5.0,0,3.2
SUR01542,District_5,1,54,8.0,1,6.0
SUR01543,District_5,1,72,8.1,0,4.7
SUR01544,District_5,1,84,5.7,0,6.4
SUR01545,District_5,1,66,4.5,0,5.9
SUR01546,District_5,1,87,4.8,0,6.2
SUR01547,District_5,1,62,8.3,0,7.0
SUR01548,District_5,1,54,7.1,1,10.0
SUR01549,District_5,1,73,6.8,0,8.5
SUR01550,District_5,1,68,7.9,0,6.0
SUR01551,District_5,1,85,6.7,0,5.6
SUR01552,District_5,1,59,4.8,0,7.3
SUR01553,District_5,1,82,6.2,1,3.8
SUR01554,District_5,1,71,10.0,0,2.7
SUR01555,District_5,1,82,8.6,1,6.8
SUR01556,District_5,1,60,7.5,0,6.3
SUR01557,District_5,1,65,6.1,0,9.1
SUR01558,District_5,1,71,7.6,0,6.2
SUR01559,District_5,1,85,8.4,1,8.0
SUR01560,District_5,1,76,7.5,0,7.4
SUR01561,District_5,1,51,7.0,0,6.5
SUR01562,District_5,1,59,6.5,0,4.5
SUR01563,District_5,1,68,8.5,0,6.4
SUR01564,District_5,1,60,7.0,0,4.4
SUR01565,District_5,1,92,6.7,0,5.2
SUR01566,District_5,1,61,6.8,0,4.2
SUR01567,District_5,1,55,6.2,0,8.7
SUR01568,District_5,1,63,7.3,0,6.3
SUR01569,District_5,1,78,4.7,1,4.7
SUR01570,District_5,1,66,6.2,0,4.3
SUR01571,District_5,1,90,6.0,1,8.3
SUR01572,District_5,1,52,7.9,1,7.9
SUR01573,District_5,1,67,7.5,0,4.2
SUR01574,District_5,1,100,10.0,1,7.5
SUR01575,District_5,1,77,6.7,0,5.4
SUR01576,District_5,1,60,8.0,0,7.9
SUR01577,District_5,1,48,4.4,0,3.7
SUR01578,District_5,1,58,7.0,0,6.5
SUR01579,District_5,1,70,6.2,0,7.1
SUR01580,District_5,1,85,5.4,0,9.3
SUR01581,District_5,1,56,7.3,0,5.2
SUR01582,District_5,1,55,9.3,0,4.7
SUR01583,District_5,1,68,7.5,0,4.3
SUR01584,District_5,1,93,5.1,0,4.9
SUR01585,District_5,1,85,4.4,0,8.8
SUR01586,District_5,1,46,7.2,0,4.7
SUR01587,District_5,1,68,6.2,0,7.0
SUR01588,District_5,1,76,5.3,0,6.9
SUR01589,District_5,1,69,7.8,0,4.4
SUR01590,District_5,1,55,8.7,1,7.4
SUR01591,District_5,1,82,4.9,0,8.1
SUR01592,District_5,1,79,8.3,0,5.5
SUR01593,District_5,1,88,6.1,0,6.1
SUR01594,District_5,1,72,6.9,0,5.8
SUR01595,District_5,1,64,8.4,0,4.4
SUR01596,District_5,1,76,5.9,1,7.2
SUR01597,District_5,1,60,6.9,1,6.4
SUR01598,District_5,1,81,5.7,1,6.8
SUR01599,District_5,1,92,7.4,0,2.6
SUR01600,District_5,1,56,7.6,0,7.1
SUR01601,District_5,1,60,5.1,0,8.8
SUR01602,District_5,1,91,5.9,1,5.4
SUR01603,District_5,1,81,8.8,0,4.9
SUR01604,District_5,1,70,7.8,1,7.8
SUR01605,District_5,1,51,7.2,0,4.2
SUR01606,District_5,1,67,8.3,1,2.0
SUR01607,District_5,1,66,6.0,0,6.8
SUR01608,District_5,1,63,6.5,1,5.4
SUR01609,District_5,1,72,5.8,0,7.6
SUR01610,District_5,1,46,5.0,0,6.6
SUR01611,District_5,1,72,6.0,0,7.7
SUR01612,District_5,1,74,6.9,0,6.7
SUR01613,District_5,1,64,7.7,1,8.0
SUR01614,District_5,1,86,8.6,0,10.0
SUR01615,District_5,1,60,7.1,1,5.7
SUR01616,District_5,1,76,7.8,1,6.1
SUR01617,District_5,1,87,8.2,0,4.5
SUR01618,District_5,1,78,8.2,0,6.0
SUR01619,District_5,1,52,6.2,0,6.5
SUR01620,District_5,1,93,6.1,0,5.8
SUR01621,District_5,1,69,7.0,0,6.6
SUR01622,District_5,1,82,9.7,0,6.7
SUR01623,District_5,1,73,8.2,0,6.9
SUR01624,District_5,1,86,6.5,1,5.7
SUR01625,District_5,1,82,7.0,0,3.6
SUR01626,District_5,1,66,7.4,1,7.7
SUR01627,District_5,1,66,5.4,0,5.9
SUR01628,District_5,1,77,6.0,0,7.9
SUR01629,District_5,1,65,7.6,0,5.8
SUR01630,District_5,1,82,7.9,0,4.0
SUR01631,District_5,1,89,6.8,0,5.9
SUR01632,District_5,1,75,6.4,0,3.1
SUR01633,District_5,1,65,7.5,0,4.7
SUR01634,District_5,1,81,5.7,0,5.9
SUR01635,District_5,1,86,5.8,0,4.3
SUR01636,District_5,1,66,10.0,0,6.1
SUR01637,District_5,1,59,6.0,1,4.8
SUR01638,District_5,1,56,8.1,0,7.5
SUR01639,District_5,1,58,6.5,0,2.9
SUR01640,District_5,1,73,7.8,1,6.9
SUR01641,District_5,1,82,8.2,0,6.2
SUR01642,District_5,1,52,5.0,0,5.2
SUR01643,District_5,1,80,6.9,0,6.1
SUR01644,District_5,1,82,5.4,0,7.1
SUR01645,District_5,1,92,5.8,0,2.1
SUR01646,District_5,1,65,8.8,0,7.6
SUR01647,District_5,1,91,6.0,0,9.4
SUR01648,District_5,1,73,6.1,0,4.0
SUR01649,District_5,1,66,7.8,0,9.7
SUR01650,District_5,1,60,10.0,0,8.1
SUR01651,District_5,1,68,6.4,0,5.1
SUR01652,District_5,1,56,6.0,0,6.7
SUR01653,District_5,1,66,6.8,0,5.4
SUR01654,District_5,1,62,7.9,0,6.7
SUR01655,District_5,1,47,8.3,1,9.5
SUR01656,District_5,1,76,5.3,0,7.5
SUR01657,District_5,1,75,9.3,1,5.9
SUR01658,District_5,1,65,7.7,0,7.2
SUR01659,District_5,1,76,6.0,0,4.0
SUR01660,District_5,1,76,6.7,0,9.4
SUR01661,District_5,1,53,7.6,0,6.1
SUR01662,District_5,1,74,7.0,0,6.1
SUR01663,District_5,1,74,6.8,0,6.9
SUR01664,District_5,1,66,9.7,0,5.6
SUR01665,District_5,1,47,7.7,0,5.0
SUR01666,District_5,1,100,6.4,0,7.1
SUR01667,District_5,1,64,6.5,1,5.9
SUR01668,District_5,1,63,9.2,0,4.4
SUR01669,District_5,1,73,7.5,0,8.3
SUR01670,District_5,1,65,5.6,1,2.0
SUR01671,District_5,1,60,6.7,0,4.3
SUR01672,District_5,1,85,7.0,0,7.9
SUR01673,District_5,1,51,5.7,0,6.0
SUR01674,District_5,1,58,9.1,0,8.7
SUR01675,District_5,1,61,5.4,0,8.5
SUR01676,District_5,1,75,9.1,0,8.2
SUR01677,District_5,1,88,5.5,0,9.2
SUR01678,District_5,1,55,7.4,0,6.0
SUR01679,District_5,1,70,8.6,0,6.3
SUR01680,District_5,1,47,6.8,1,6.6
SUR01681,District_5,1,59,5.9,0,8.3
SUR01682,District_5,1,68,7.2,0,5.5
SUR01683,District_5,1,73,7.5,0,8.1
SUR01684,District_5,1,40,8.8,0,6.6
SUR01685,District_5,1,53,5.4,0,8.3
SUR01686,District_5,1,77,5.8,0,8.1
SUR01687,District_5,1,79,9.7,1,6.2
SUR01688,District_5,1,61,7.3,0,9.5
SUR01689,District_5,1,63,7.5,0,8.2
SUR01690,District_5,1,61,8.0,1,3.3
SUR01691,District_5,1,87,7.2,0,2.8
SUR01692,District_5,1,79,8.6,0,4.7
SUR01693,District_5,1,90,7.9,0,6.5
SUR01694,District_5,1,87,7.1,0,8.5
SUR01695,District_5,1,69,5.1,1,5.9
SUR01696,District_5,1,67,8.3,1,5.9
SUR01697,District_5,1,72,9.4,0,7.0
SUR01698,District_5,1,69,8.6,0,9.2
SUR01699,District_5,1,78,4.1,1,7.2
SUR01700,District_5,1,76,8.6,0,6.1
SUR01701,District_5,1,84,7.9,0,4.5
SUR01702,District_5,1,60,7.1,0,4.2
SUR01703,District_5,1,75,5.3,1,3.8
SUR01704,District_5,1,64,6.0,0,7.4
SUR01705,District_5,1,83,7.6,0,7.1
SUR01706,District_5,1,44,6.4,1,7.6
SUR01707,District_5,1,79,9.7,0,8.1
SUR01708,District_5,1,57,4.9,0,6.8
SUR01709,District_5,1,69,6.9,0,4.8
SUR01710,District_5,1,72,4.9,1,5.3
SUR01711,District_5,1,60,4.9,0,6.7
SUR01712,District_5,1,64,5.5,0,5.8
SUR01713,District_5,1,73,4.7,0,3.2
SUR01714,District_5,1,67,7.7,0,5.2
SUR01715,District_5,1,74,6.0,1,9.0
SUR01716,District_5,1,83,5.6,0,6.9
SUR01717,District_5,1,67,7.0,0,6.7
SUR01718,District_5,1,82,6.7,1,5.0
SUR01719,District_5,1,57,6.7,0,3.9
SUR01720,District_5,1,97,6.5,0,6.6
SUR01721,District_5,1,53,7.5,0,7.2
SUR01722,District_5,1,60,7.8,0,3.9
SUR01723,District_5,1,84,5.7,0,8.0
SUR01724,District_5,1,79,9.1,0,5.6
SUR01725,District_5,1,76,7.0,0,7.1
SUR01726,District_5,1,69,8.5,0,6.6
SUR01727,District_5,1,60,7.1,0,6.3
SUR01728,District_5,1,52,8.1,0,10.0
SUR01729,District_5,1,77,5.0,0,7.5
SUR01730,District_5,1,79,5.5,0,6.6
SUR01731,District_5,1,76,6.2,0,7.6
SUR01732,District_5,1,67,5.3,0,5.8
SUR01733,District_5,1,92,7.4,0,8.0
SUR01734,District_5,1,77,7.0,0,7.0
SUR01735,District_5,1,72,5.7,0,6.2
SUR01736,District_5,1,74,7.7,1,6.0
SUR01737,District_5,1,96,8.0,0,6.2
SUR01738,District_5,1,60,4.3,0,6.5
SUR01739,District_5,1,60,8.3,0,8.7
SUR01740,District_5,1,72,7.8,0,7.3
SUR01741,District_5,1,69,4.9,0,2.7
